movieId	imdbId	tmdbId	Title	Year	Director	Actors	Genre	Language	Country	Plot
719	0117108	9304	Multiplicity	1996	Harold Ramis	Michael Keaton, Andie MacDowell, Zack Duhame, Katie Schlossberg	Comedy, Romance, Sci-Fi	English	USA	A man who never has enough time for the things he wants to do is offered the opportunity to have himself duplicated.
720	0118114		Wallace & Gromit: The Best of Aardman Animation	1996	Nick Park	N/A	Animation, Comedy, Family	English	UK	A collection of some of the most popular work featuring Wallace and Gromit.
721	0114103		Paul Bowles - Halbmond	1995	Frieder Schlaich, Irene von Alberti	Mohammed Belfquin, Sondos Belhassen, Paul Bowles, Sam Cox	Drama	Arabic, English	Germany	Three short stories by the American expatriate, Paul Bowles, are brought to sinister life - 'Merkala Beach', 'Call at Corazon' and the haunting 'Allal'.
722	0113270	73183	The Haunted World of Edward D. Wood Jr.	1995	Brett Thompson	Maila Nurmi, Dolores Fuller, Paul Marco, Conrad Brooks	Documentary, Biography	English	USA	How was it possible that a movie like "Plan 9 from Outerspace" could be made? This documentary about Ed Wood Jr.'s masterpiece gives the answer.
724	0115963	9100	The Craft	1996	Andrew Fleming	Robin Tunney, Fairuza Balk, Neve Campbell, Rachel True	Drama, Fantasy, Horror	English, French	USA	A newcomer to a Catholic prep high school falls in with a trio of outcast teenage girls who practice witchcraft and they all soon conjure up various spells and curses against those who even slightly anger them.
725	0116448	20759	The Great White Hype	1996	Reginald Hudlin	Samuel L. Jackson, Jeff Goldblum, Peter Berg, Corbin Bernsen	Comedy, Sport	English	USA	When the champ's promoter, Rev. Sultan, decides something new is needed to boost the marketability of the boxing matches, he searches and finds the only man to ever beat the champ. The ...
726	0116827	46063	Last Dance	1996	Bruce Beresford	Sharon Stone, Rob Morrow, Randy Quaid, Peter Gallagher	Drama, Thriller	English	USA	Upon taking a new job, young lawyer Rick Hayes is assigned to the clemency case of Cindy Liggett, a woman convicted of first degree murder and sentenced to death. As Hayes investigates the ...
728	0112701	32513	Cold Comfort Farm	1995	John Schlesinger	Eileen Atkins, Kate Beckinsale, Sheila Burrell, Stephen Fry	Comedy, Romance	English	UK	In England in the early 1930's, 20 year old Flora Poste, recently orphaned and left with only 100 pounds a year, goes to stay with distant relatives on Cold Comfort Farm. Everyone on the ...
731	0116508	36915	Heaven's Prisoners	1996	Phil Joanou	Alec Baldwin, Kelly Lynch, Mary Stuart Masterson, Eric Roberts	Drama, Mystery, Thriller	English	USA, UK	A hardened New Orleans cop, Dave Robicheaux, finally tosses in the badge and settles into life on the bayou with his wife. But a bizarre plane crash draws him back into the fray when his family is viciously threatened.
733	0117500	9802	The Rock	1996	Michael Bay	Sean Connery, Nicolas Cage, Ed Harris, John Spencer	Action, Adventure, Thriller	English	USA	A mild-mannered chemist and an ex-con must lead the counterstrike when a rogue group of military men, led by a renegade general, threaten a nerve gas attack from Alcatraz against San Francisco.
735	0109592	21588	Cemetery Man	1994	Michele Soavi	Rupert Everett, François Hadji-Lazaro, Anna Falchi, Mickey Knox	Comedy, Fantasy, Horror	Italian, English	Italy, France, Germany	A cemetery man must kill the dead a second time when they become zombies.
736	0117998	664	Twister	1996	Jan de Bont	Helen Hunt, Bill Paxton, Cary Elwes, Jami Gertz	Action, Adventure, Drama	English	USA	Bill and Jo Harding, advanced storm chasers on the brink of divorce, must join together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.
737	0115624	11867	Barb Wire	1996	David Hogan	Amir AboulEla, Adriana Alexander, David Andriole, Vanessa Lee Asher	Action, Sci-Fi	English, French, German	USA	Post-apocalyptic remake of Casablanca (1942) set in a sleazy nightclub.
741	0113568	9323	Ghost in the Shell	1995	Mamoru Oshii	Atsuko Tanaka, Akio Ôtsuka, Kôichi Yamadera, Yutaka Nakano	Animation, Action, Mystery	Japanese	Japan	A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.
742	0117894	10280	Thinner	1996	Tom Holland	Robert John Burke, Lucinda Jenney, Bethany Joy Lenz, Time Winters	Fantasy, Horror	English	USA	An obese lawyer is cursed by a gypsy to lose weight...and lose weight...and lose weight...
743	0117723	10535	Spy Hard	1996	Rick Friedberg	Leslie Nielsen, Nicollette Sheridan, Charles Durning, Marcia Gay Harden	Comedy, Action	English, French, Spanish	USA	General Rancor is threatening to destroy the world with a missile he is hiding at his secret base. But to complete his goal, he needs a special computer chip, invented by the scientist Prof...
745	0112691	532	A Close Shave	1995	Nick Park	Peter Sallis, Anne Reid	Animation, Short, Comedy	English	UK	Wallace falls for Wendolene, a wool shop owner, while Gromit is framed for the sheep rustling.
746	0040366	26744	Force of Evil	1948	Abraham Polonsky	John Garfield, Thomas Gomez, Marie Windsor, Howland Chamberlain	Crime, Drama, Film-Noir	English	USA	An unethical lawyer, with an older brother he wants to help, becomes a partner with a client in the numbers racket.
747	0117768	16299	The Stupids	1996	John Landis	Tom Arnold, Jessica Lundy, Bug Hall, Alex McKenna	Comedy, Adventure	English	UK, Canada, USA	An incredibly dull-witted family unknowingly stumble upon an illegal weapons deal while on the trail of their "stolen" garbage.
748	0115571	10547	The Arrival	1996	David Twohy	Charlie Sheen, Lindsay Crouse, Richard Schiff, Shane	Sci-Fi, Thriller	English	USA, Mexico	Zane, an astronomer, discovers intelligent alien life. But the aliens are keeping a deadly secret, and will do anything to stop Zane from learning it.
750	0057012	935	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964	Stanley Kubrick	Peter Sellers, George C. Scott, Sterling Hayden, Keenan Wynn	Comedy	English, Russian	USA, UK	An insane general triggers a path to nuclear holocaust that a war room full of politicians and generals frantically try to stop.
753	0113849	41007	A Month by the Lake	1995	John Irvin	Vanessa Redgrave, Edward Fox, Uma Thurman, Alida Valli	Comedy, Drama, Romance	English	UK, USA	For 16 years Miss Bentley has been spending April at an elegant hillside villa on Lake Como. This year, 1937, her London society artist father has recently died and the only other ...
754	0113188	35645	Gold Diggers: The Secret of Bear Mountain	1995	Kevin James Dobson	Christina Ricci, Anna Chlumsky, Polly Draper, Brian Kerwin	Adventure, Drama, Family	English	Canada, USA	A city girl teams up with a tomboy to solve the mystery of Bear Mountain, Molly Morgan, and the buried treasure as well as learn about true friendships.
755	0042644	110465	Kim	1950	Victor Saville	Errol Flynn, Dean Stockwell, Paul Lukas, Robert Douglas	Adventure, Drama, Family	English, Russian	USA	Buring the British Raj, the orphan of a British soldier poses as a Hindu and is torn between his loyalty to a Buddhist mystic and aiding the English secret service.
756	0109381	255546	Carmen Miranda: Bananas Is My Business	1995	Helena Solberg	Cynthia Adler, Eric Barreto, Mario Cunha, Alice Faye	Documentary, Biography, Music	English, Portuguese	UK, Brazil	A biography of the Portuguese-Brazilian singer Carmen Miranda, whose most distinctive feature was her tutti frutti hat. She came to the US as the "Brazilian Bombshell" and was a Broadway ...
757	0109688	40751	Ashes of Time	1994	Kar-Wai Wong	Brigitte Lin, Leslie Cheung, Maggie Cheung, Tony Chiu Wai Leung	Action, Drama	Mandarin, Cantonese	Hong Kong, Taiwan	A broken-hearted hit man moves to the desert where he finds skilled swordsmen to carry out his contract killings.
759	0110480	85778	Maya Lin: A Strong Clear Vision	1994	Freida Lee Mock	Maya Lin	Documentary, Biography	English	USA	A film about the work of the artist most famous for her monuments such as the Vietnam Memorial Wall and the Civil Rights Fountain Memorial.
760	0108211	11101	Stalingrad	1993	Joseph Vilsmaier	Dominique Horwitz, Thomas Kretschmann, Jochen Nickel, Sebastian Rudolph	Drama, War	German, Russian	Germany	A depiction of the brutal battle of Stalingrad, the Third Reich's 'high water mark', as seen through the eyes of German officer Hans von Witzland and his battalion.
761	0117331	9826	The Phantom	1996	Simon Wincer	Billy Zane, Kristy Swanson, Treat Williams, Catherine Zeta-Jones	Action, Adventure, Comedy	English	Australia, USA	The Phantom, descendent of a line of African superheroes, travels to New York City to thwart a wealthy criminal genius from obtaining three magic skulls which would give him the secret to ultimate power.
762	0117765	9879	Striptease	1996	Andrew Bergman	Demi Moore, Burt Reynolds, Armand Assante, Ving Rhames	Comedy, Crime, Drama	English	USA	A stripper and single mother gets dragged into a dangerous situation after a congressman takes a fancy to her.
764	0113280	22621	Heavy	1995	James Mangold	Pruitt Taylor Vince, Shelley Winters, Liv Tyler, Debbie Harry	Drama, Romance	English	USA	The life of an overweight, unhappy cook is changed after a kind, beautiful college drop-out comes to work as a waitress at his and his mother's road-side restaurant.
765	0116669	7095	Jack	1996	Francis Ford Coppola	Robin Williams, Diane Lane, Brian Kerwin, Jennifer Lopez	Comedy, Drama, Fantasy	English, Spanish	USA	Because of an unusual aging disorder that has aged him four times faster than a normal human being, a boy enters the fifth grade for the first time with the appearance of a 40 year old man.
766	0116594	26890	I Shot Andy Warhol	1996	Mary Harron	Lili Taylor, Jared Harris, Martha Plimpton, Lothaire Bluteau	Biography, Drama	English	UK, USA	Based on the true story of Valerie Solanas who was a 60s radical preaching hatred toward men in her "Scum" manifesto. She wrote a screenplay for a film that she wanted Andy Warhol to ...
767	0113211	46732	The Grass Harp	1995	Charles Matthau	Piper Laurie, Sissy Spacek, Walter Matthau, Edward Furlong	Drama, Comedy	English	USA	After his mother's death, Collin Fenwick goes to live with his father's cousins, the wealthy, avaricious, and controlling Verena Talbo, and her compliant, earthy sister Dolly. When a city ...
769	0116992		Marlene Dietrich: Shadow and Light	1996	Chris Hunt	Marlene Dietrich, Maria Riva, David Riva, Steven Bach	Documentary	English	UK, USA	Following the life of Marlene Dietrich through her films (including home movies) and interviews with family, friends, co-workers, acquaintances, and presumed lovers. From the cabaret scene ...
775	0063715	41225	Spirits of the Dead	1968	Federico Fellini, Louis Malle, Roger Vadim	Brigitte Bardot, Alain Delon, Jane Fonda, Terence Stamp	Horror, Mystery	French, Italian, English	France, Italy	Three directors each adapt a Poe short story to the screen: "Toby Dammit" features a disheveled drugged and drunk English movie star who nods acceptance in the Italian press and his ...
778	0117951	627	Trainspotting	1996	Danny Boyle	Ewan McGregor, Ewen Bremner, Jonny Lee Miller, Kevin McKidd	Drama	English	UK	Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.
779	0118523	32872	'Til There Was You	1997	Scott Winant	John Plumpis, Janel Moloney, Yvonne Zima, Christine Ebersole	Romance, Comedy	English	USA	Two strangers, whose paths are always crossing, finally meet when fate steps in.
780	0116629	602	Independence Day	1996	Roland Emmerich	Will Smith, Bill Pullman, Jeff Goldblum, Mary McDonnell	Action, Adventure, Sci-Fi	English	USA	The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive.
781	0117737	14553	Stealing Beauty	1996	Bernardo Bertolucci	Carlo Cecchi, Sinéad Cusack, Joseph Fiennes, Jason Flemyng	Drama, Mystery, Romance	English, French, German, Spanish, Italian	Italy, France, UK	After her mother commits suicide, nineteen year old Lucy Harmon travels to Italy to have her picture painted. However, she has other reasons for wanting to go. She wants to renew her ...
782	0116277	9566	The Fan	1996	Tony Scott	Robert De Niro, Wesley Snipes, Ellen Barkin, John Leguizamo	Action, Drama, Sport	English, Spanish	USA	An all star baseball player becomes the unhealthy focus of a down on his luck salesman.
783	0116583	10545	The Hunchback of Notre Dame	1996	Gary Trousdale, Kirk Wise	Jason Alexander, Tom Hulce, Mary Kay Bergman, Demi Moore	Animation, Drama, Family	English, Latin	USA	A deformed bell-ringer must assert his independence from a vicious government minister in order to help his friend, a gypsy dancer.
784	0115798	9894	The Cable Guy	1996	Ben Stiller	Jim Carrey, Matthew Broderick, Leslie Mann, Jack Black	Comedy, Drama, Thriller	English, French	USA	A lonely and disturbed cable guy raised on television just wants a new friend, but his target, a designer, rejects him, with bad consequences.
785	0116778	11543	Kingpin	1996	Bobby Farrelly, Peter Farrelly	Woody Harrelson, Randy Quaid, Vanessa Angel, Bill Murray	Comedy, Sport	English	USA	A star bowler whose career was prematurely "cut off" hopes to ride a new prodigy to success and riches.
786	0116213	9268	Eraser	1996	Chuck Russell	Arnold Schwarzenegger, James Caan, Vanessa Williams, James Coburn	Action, Drama, Mystery	English	USA	A Witness Protection specialist becomes suspicious of his co-workers when dealing with a case involving high-tech weapons.
